"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
441,0,0,0,0,0,1,0,20220131,20221210
442,0,0,0,0,0,1,1,20220131,20221210
443,0,0,0,0,0,0,0,20220131,20221210
444,1,1,1,1,0,0,0,20220131,20221210
445,0,0,0,0,1,1,0,20220131,20221210
446,1,1,1,1,1,0,0,20220131,20221210
447,0,0,0,0,0,0,0,20220131,20221210
448,1,1,1,1,1,1,1,20220131,20221210
449,0,1,1,0,0,0,0,20220131,20221210
450,1,1,1,0,0,0,0,20220131,20221210
451,0,0,0,0,0,0,0,20220131,20221210
452,0,0,0,0,0,0,0,20220131,20221210
453,1,1,1,1,1,0,0,20220131,20221210
454,0,0,0,0,0,1,0,20220131,20221210
455,0,0,0,0,0,1,1,20220131,20221210
456,0,0,0,0,0,1,1,20220131,20221210
457,0,0,0,0,0,0,0,20220131,20221210
458,0,0,0,0,0,0,0,20220131,20221210
459,0,0,0,0,0,0,0,20220131,20221210
460,0,0,0,0,0,0,0,20220131,20221210
461,0,0,0,0,0,0,0,20220131,20221210
462,1,1,1,1,1,1,1,20220131,20221210
463,0,0,0,0,0,1,0,20220131,20221210
464,0,0,0,0,0,0,0,20220131,20221210
465,0,0,1,1,0,0,0,20220131,20221210
466,1,1,0,0,1,0,0,20220131,20221210
467,0,1,0,1,0,0,0,20220131,20221210
468,1,1,0,1,1,0,0,20220131,20221210
469,1,1,1,1,1,0,0,20220131,20221210
470,0,0,0,0,0,0,0,20220131,20221210
471,1,1,1,0,1,0,0,20220131,20221210
472,1,0,1,1,1,0,0,20220131,20221210
473,1,1,0,1,0,0,0,20220131,20221210
474,0,0,0,0,1,0,0,20220131,20221210
475,0,0,0,0,0,1,1,20220131,20221210
476,1,1,1,0,1,0,0,20220131,20221210
477,0,0,0,1,0,0,0,20220131,20221210
478,1,1,1,0,1,1,1,20220131,20221210
479,0,0,1,0,1,0,0,20220131,20221210
480,0,1,0,0,0,0,0,20220131,20221210
481,1,1,1,1,0,0,0,20220131,20221210
482,1,1,0,1,0,0,0,20220131,20221210
483,1,1,0,0,0,0,0,20220131,20221210
484,1,0,1,0,1,0,0,20220131,20221210
485,0,0,1,0,0,0,0,20220131,20221210
486,0,0,0,0,0,1,0,20220131,20221210
487,1,1,1,1,1,0,1,20220131,20221210
488,1,1,1,1,1,0,0,20220131,20221210
489,0,0,0,0,0,0,0,20220131,20221210
490,0,0,0,0,0,0,0,20220131,20221210
491,1,1,1,1,1,0,0,20220131,20221210
492,1,1,0,1,1,0,0,20220131,20221210
493,0,0,0,0,0,1,0,20220131,20221210
494,0,0,0,0,1,0,0,20220131,20221210
495,0,0,1,0,0,0,0,20220131,20221210
496,0,0,0,1,0,0,0,20220131,20221210
497,1,0,1,1,1,0,0,20220131,20221210
498,1,0,0,0,0,0,0,20220131,20221210
499,1,0,1,0,1,0,0,20220131,20221210
500,1,1,1,0,0,0,0,20220131,20221210
501,1,1,1,1,1,0,0,20220131,20221210
502,0,0,0,0,0,0,0,20220131,20221210
503,0,0,0,0,1,0,0,20220131,20221210
504,1,1,1,1,1,0,0,20220131,20221210
505,0,0,0,0,0,0,0,20220131,20221210
506,1,1,1,1,1,1,0,20220131,20221210
507,1,1,1,1,0,0,0,20220131,20221210
508,0,0,0,0,0,0,1,20220131,20221210
509,0,0,0,0,0,1,1,20220131,20221210
510,1,1,1,1,1,0,0,20220131,20221210
511,1,1,1,1,1,1,1,20220131,20221210
512,0,0,0,0,1,1,0,20220131,20221210
513,1,0,1,1,1,0,0,20220131,20221210
514,0,0,1,1,1,0,0,20220131,20221210
515,0,0,0,0,0,1,1,20220131,20221210
516,0,0,0,0,0,0,0,20220131,20221210
517,0,0,0,0,0,0,0,20220131,20221210
518,1,1,1,1,0,0,1,20220131,20221210
519,1,1,1,1,1,1,1,20220131,20221210
520,1,1,0,1,1,0,0,20220131,20221210
521,1,0,0,1,1,0,0,20220131,20221210
522,0,1,1,1,0,0,0,20220131,20221210
523,0,0,1,0,1,0,0,20220131,20221210
524,0,0,0,0,0,1,0,20220131,20221210
525,1,0,1,0,1,0,0,20220131,20221210
526,0,0,0,0,1,0,0,20220131,20221210
527,1,0,1,1,1,0,0,20220131,20221210
528,0,0,0,0,0,1,1,20220131,20221210
529,1,0,1,0,1,0,0,20220131,20221210
530,1,1,1,0,1,0,0,20220131,20221210
531,1,1,1,1,1,0,0,20220131,20221210
532,0,0,0,0,0,1,0,20220131,20221210
533,0,1,1,1,1,0,0,20220131,20221210
534,1,0,0,0,0,0,0,20220131,20221210
535,1,1,1,1,1,1,1,20220131,20221210
536,0,0,0,0,0,1,1,20220131,20221210
537,1,1,1,1,0,0,0,20220131,20221210
538,1,0,1,0,0,0,0,20220131,20221210
539,0,0,0,0,1,0,0,20220131,20221210
540,0,1,1,1,0,0,0,20220131,20221210
541,1,1,0,0,0,0,0,20220131,20221210
542,0,0,1,0,0,0,0,20220131,20221210
543,1,0,0,0,1,0,0,20220131,20221210
544,1,1,1,1,0,0,0,20220131,20221210
545,1,1,1,1,0,1,1,20220131,20221210
546,1,1,0,1,0,0,0,20220131,20221210
547,1,1,1,1,0,0,0,20220131,20221210
548,0,0,0,0,0,0,0,20220131,20221210
549,0,0,0,0,0,0,0,20220131,20221210
550,0,0,0,0,0,0,0,20220131,20221210
551,0,0,0,0,0,0,0,20220131,20221210
552,0,0,0,0,0,0,0,20220131,20221210
553,0,0,0,0,0,0,0,20220131,20221210
554,1,1,1,1,1,1,0,20220131,20221210
555,0,0,0,0,1,1,1,20220131,20221210
556,0,0,0,0,0,0,0,20220131,20221210
557,1,1,1,1,1,0,0,20220131,20221210
558,0,0,0,0,0,0,0,20220131,20221210
559,0,0,0,0,0,1,1,20220131,20221210
560,0,0,0,0,0,1,0,20220131,20221210
561,0,0,0,0,0,0,1,20220131,20221210
562,0,0,0,0,0,0,0,20220131,20221210
563,1,1,1,1,1,0,0,20220131,20221210
564,0,0,0,0,0,1,0,20220131,20221210
565,0,0,0,0,0,1,1,20220131,20221210
566,1,1,1,1,1,1,1,20220131,20221210
567,0,0,0,0,0,0,1,20220131,20221210
568,1,1,1,1,1,1,0,20220131,20221210
569,0,0,0,0,0,0,0,20220131,20221210
570,0,0,0,0,0,0,0,20220131,20221210
571,0,0,0,0,0,0,0,20220131,20221210
572,0,0,0,0,0,0,0,20220131,20221210
573,0,0,0,0,0,0,0,20220131,20221210
574,1,1,1,1,1,1,1,20220131,20221210
575,0,0,0,0,0,1,1,20220131,20221210
576,0,0,0,0,0,0,1,20220131,20221210
577,1,1,1,1,1,1,1,20220131,20221210
578,0,0,0,0,0,0,1,20220131,20221210
579,0,0,0,0,0,0,0,20220131,20221210
